rand_hmm after learning:
probList_rand_true size: 3504
fp	fn-15	fn-half-15	threshold
0.5	4.999999999999449E-4	0.0016000000000000458	0.23496608586746465
rand_hmm after 15 iterations:
probList_rand_true size: 3504
fp	fn-15	fn-half-15	threshold
0.0	1.0	1.0	0.0
1.0E-4	0.010499999999999954	0.036800000000000055	0.10638017940659016
2.0E-4	0.010499999999999954	0.036800000000000055	0.10638017940659016
3.0E-4	0.010499999999999954	0.036599999999999966	0.1065585290098387
4.0E-4	0.010499999999999954	0.036599999999999966	0.1065585290098387
5.0E-4	0.010499999999999954	0.036599999999999966	0.1065585290098387
6.0E-4	0.008099999999999996	0.028699999999999948	0.11582135132965025
7.0E-4	0.008099999999999996	0.028699999999999948	0.11582135132965025
8.0E-4	0.008099999999999996	0.028699999999999948	0.11582135132965025
9.0E-4	0.008099999999999996	0.02839999999999998	0.1162067171137234
0.001	0.008099999999999996	0.02839999999999998	0.1162067171137234
0.002	0.0036000000000000476	0.014800000000000035	0.13937549977073063
0.003	0.0033999999999999586	0.013499999999999956	0.14279760243912235
0.004	0.0029000000000000137	0.010700000000000043	0.15182750989636212
0.005	0.0028000000000000247	0.010000000000000009	0.15436849927138702
0.006	0.0024999999999999467	0.009000000000000008	0.1590208915635586
0.007	0.0022999999999999687	0.008299999999999974	0.16397165565249144
0.008	0.0020999999999999908	0.008000000000000007	0.16673432455100687
0.009	0.0019000000000000128	0.007800000000000029	0.16816446960027226
0.01	0.0019000000000000128	0.007199999999999984	0.17211912950444444
0.02	0.0011999999999999789	0.005299999999999971	0.18208999955937624
0.03	0.0010000000000000009	0.0036000000000000476	0.19367030917676525
0.04	8.000000000000229E-4	0.0024999999999999467	0.20466365117139668
0.05	8.000000000000229E-4	0.0019000000000000128	0.21282058710609414
0.06	8.000000000000229E-4	0.0017000000000000348	0.220310108408854
0.07	8.000000000000229E-4	0.0017000000000000348	0.2261369606728816
0.08	8.000000000000229E-4	0.0016000000000000458	0.23333935771119646
0.09	8.000000000000229E-4	0.0014999999999999458	0.23615493854508046
0.1	6.000000000000449E-4	0.0013999999999999568	0.23937450138226524
0.15	4.999999999999449E-4	0.0010000000000000009	0.2563605631318436
0.2	4.999999999999449E-4	6.000000000000449E-4	0.2709788606114928
0.25	4.999999999999449E-4	3.9999999999995595E-4	0.2797415811560101
0.3	4.999999999999449E-4	3.9999999999995595E-4	0.288413522741167
0.35	3.9999999999995595E-4	2.9999999999996696E-4	0.2992987735021781
0.4	3.9999999999995595E-4	1.9999999999997797E-4	0.3094791849994043
0.45	2.9999999999996696E-4	1.9999999999997797E-4	0.32152107436867744
0.5	9.999999999998899E-5	1.9999999999997797E-4	0.3291083040359364
